,sentence,sentiment,source
99,"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  ",1,imdb_labelled
100,I don't think you will be disappointed.  ,1,imdb_labelled
101,"Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  ",0,imdb_labelled
102,"The acting was bad, the dialogs were extremely shallow and insincere.  ",0,imdb_labelled
103,"It was too predictable, even for a chick flick.  ",0,imdb_labelled
104,Too politically correct.  ,0,imdb_labelled
105,Very disappointing.  ,0,imdb_labelled
106,"The only thing really worth watching was the scenery and the house, because it is beautiful.  ",1,imdb_labelled
107,"I love Lane, but I've never seen her in a movie this lousy.  ",0,imdb_labelled
108,An hour and a half I wish I could bring back.  ,0,imdb_labelled
109,But in terms of the writing it's very fresh and bold.  ,1,imdb_labelled
110,"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  ",1,imdb_labelled
111,The directing and the cinematography aren't quite as good.  ,0,imdb_labelled
112,"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ",0,imdb_labelled
113,"), and sometimes it was so embarrassing that I had to look away.  ",0,imdb_labelled
114,The directing seems too pretentious.  ,0,imdb_labelled
115,"The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.  ",0,imdb_labelled
116,And generally the lines and plot is weaker than the average episode.  ,0,imdb_labelled
117,"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ",0,imdb_labelled
118,"Some applause should be given to the ""prelude"" however.  ",1,imdb_labelled
119,I really liked that.  ,1,imdb_labelled
120,A great film by a great director.  ,1,imdb_labelled
121,The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,1,imdb_labelled
122,The music in the film is really nice too.  ,1,imdb_labelled
123,I'd advise anyone to go and see it.  ,1,imdb_labelled
124,Brilliant!  ,1,imdb_labelled
125,10/10  ,1,imdb_labelled
126,I liked this movie way too much.  ,1,imdb_labelled
127,My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ,0,imdb_labelled
128,It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,1,imdb_labelled
129,"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ",0,imdb_labelled
130,"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ",0,imdb_labelled
131,There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,0,imdb_labelled
132,"This was a poor remake of ""My Best Friends Wedding"".  ",0,imdb_labelled
133,"All in all, a great disappointment.  ",0,imdb_labelled
134,"I cannot believe that the actors agreed to do this ""film"".  ",0,imdb_labelled
135,I could not stand to even watch it for very long for fear of losing I.Q.  ,0,imdb_labelled
136,I guess that nobody at the network that aired this dribble watched it before putting it on.  ,0,imdb_labelled
137,"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",0,imdb_labelled
138,"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",0,imdb_labelled
139,"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ",0,imdb_labelled
140,"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",0,imdb_labelled
141,All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,0,imdb_labelled
142,"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",0,imdb_labelled
143,"You can't relate with them, hell you barely can understand them.  ",0,imdb_labelled
144,This is definitely a cult classic well worth viewing and sharing with others.  ,1,imdb_labelled
145,"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",0,imdb_labelled
146,The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,0,imdb_labelled
147,"A truly, truly bad film.  ",0,imdb_labelled
148,"The acting is terrible, and the writing is worse.  ",0,imdb_labelled
149,The only possible way this movie could be redeemed would be as MST3K fodder.  ,0,imdb_labelled
150,I paid too much.  ,0,imdb_labelled
151,"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ",1,imdb_labelled
152,It was so BORING!  ,0,imdb_labelled
153,No plot whatsoever!  ,0,imdb_labelled
154,"Again, no plot at all.  ",0,imdb_labelled
155,Horrible!  ,0,imdb_labelled
156,Worst hour and a half of my life!Oh my gosh!  ,0,imdb_labelled
157,I had to walk out of the theatre for a few minutes just to get some relief!  ,0,imdb_labelled
158,I hate movies like that.  ,0,imdb_labelled
159,"Yeah, the movie pretty much sucked.  ",0,imdb_labelled
160,THERE IS NO PLOT OR STORYLINE!!  ,0,imdb_labelled
161,"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",0,imdb_labelled
162,Awful.  ,0,imdb_labelled
163,I don't think I've ever gone to a movie and disliked it as much.  ,0,imdb_labelled
164,It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,0,imdb_labelled
165,NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,0,imdb_labelled
166,"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ",0,imdb_labelled
167,"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ",0,imdb_labelled
168,"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",1,imdb_labelled
169,Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ,0,imdb_labelled
170,I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ,0,imdb_labelled
171,This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  ,0,imdb_labelled
172,I certainly do not mean this distinction in a good way.  ,0,imdb_labelled
173,I mean this in a terrible way.  ,0,imdb_labelled
174,This film has no redeeming features.  ,0,imdb_labelled
175,Everything is appalling.  ,0,imdb_labelled
176,"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  ",0,imdb_labelled
177,The story is beyond stupid.  ,0,imdb_labelled
178,The script iswas there a script?  ,0,imdb_labelled
179,The kids are annoying.  ,0,imdb_labelled
180,The lead man is charisma-free.  ,0,imdb_labelled
181,"Utterly without merit on any level, this is akin to torture.  ",0,imdb_labelled
182,I'll even say it again  this is torture.  ,0,imdb_labelled
183,Maybe there would be a reasonable explanation for this atrocity.  ,0,imdb_labelled
184,Not a pleasant voyage of self-discovery.  ,0,imdb_labelled
185,Highly unrecommended.  ,0,imdb_labelled
186,"If this premise sound stupid, that's because it is.  ",0,imdb_labelled
187,"Yes, it's that bad.  ",0,imdb_labelled
188,Nothing at all to recommend.  ,0,imdb_labelled
189,An excellent performance from Ms.  ,1,imdb_labelled
190,"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  ",1,imdb_labelled
191,It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  ,1,imdb_labelled
192,"This movie suffered because of the writing, it needed more suspense.  ",0,imdb_labelled
193,There were too many close ups.  ,0,imdb_labelled
194,But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  ,0,imdb_labelled
195,But this movie is definitely a below average rent.  ,0,imdb_labelled
196,"""You'll love it!  ",1,imdb_labelled
197,This movie is BAD.  ,0,imdb_labelled
198,So bad.  ,0,imdb_labelled
199,The film is way too long.  ,0,imdb_labelled
200,This is definitely one of the bad ones.  ,0,imdb_labelled
201,The movie I received was a great quality film for it's age.  ,1,imdb_labelled
202,John Wayne did an incredible job for being so young in the movie industry.  ,1,imdb_labelled
203,His on screen presence shined thought even though there were other senior actors on the screen with him.  ,1,imdb_labelled
204,I think that it is a must see older John Wayne film.  ,1,imdb_labelled
205,I really don't see how anyone could enjoy this movie.  ,0,imdb_labelled
206,I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  ,0,imdb_labelled
207,"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  ",0,imdb_labelled
208,"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  ",0,imdb_labelled
209,Jamie Foxx absolutely IS Ray Charles.  ,1,imdb_labelled
210,His performance is simply genius.  ,1,imdb_labelled
211,"He owns the film, just as Spacek owned ""Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.  ",1,imdb_labelled
212,""" In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  ",1,imdb_labelled
213,Ray Charles is legendary.  ,1,imdb_labelled
214,"Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  ",1,imdb_labelled
215,Hitchcock is a great director.  ,1,imdb_labelled
216,Ironically I mostly find his films a total waste of time to watch.  ,0,imdb_labelled
